ID	INDEX	LIST
2388	0	Janna
2389	0	Jannes
2390	0	to cure,to free from errors,to heal,to make whole
2391	0	Jared
2392	0	a cure,a healing
2393	0	Jasper
2394	0	Jason
2395	0	a physician
2396	0	behold,see
2397	0	aspect,external appearance,form
2398	0	belonging to one's self,one's own,pertaining to one's self,privacy,private,privately
2399	0	a common soldier,a private person,a writer of prose
2400	0	beheld,behold,lo,see,to behold
2401	0	Idumaea
2402	0	sweat
2403	0	Jezebel
2404	0	Hierapolis
2405	0	the office of a priest,the priesthood
2406	0	the body of priests,the office of a priest,the order of priests
2407	0	discharge the office of a priest,to be a priest,to be busied in sacred duties
2408	0	Jeremias,Jeremy
2409	0	a priest,priest
2410	0	Jericho
2411	0	a sacred place,a temple,Temple
2412	0	reverent
2413	0	consecrated to the deity,pertaining to god,sacred scriptures
2414	0	Jerusalem,of Jerusalem
2415	0	of Jerusalem
2416	0	to commit sacrilege,to rob a temple
2417	0	guilty of sacrilege
2418	0	to minister
2419	0	Jerusalem
2420	0	priesthood
2421	0	Jesse
2422	0	Jephthah
2423	0	Jechonias
2424	0	Jesus,of Jesus
2425	0	sufficient
2426	0	sufficient
2427	0	to make sufficient,to render fit
2428	0	an olive branch,supplication
2429	0	moisture
2430	0	Iconium
2431	0	cheerful,joyous
2432	0	cheerfulness
2433	0	to appease,to make propitiation for
2434	0	a propitiating,a propitiation
2435	0	a means of appeasing,a propitiation
2436	0	merciful,propitious
2437	0	Illyricum
2438	0	a strap,a thong of leather
2439	0	to clothe
2440	0	a garment,garment
2441	0	apparel,clothing
2442	0	to desire,to long for
2443	0	in order,in order so that,in order that,so,so that,that
2444	0	for what purpose,wherefore,why
2445	0	Joppa
2446	0	Jordan
2447	0	poison
2448	0	Juda,of Juda
2449	0	Judaea
2450	0	one who observes the ritual law of the jews,to adopt jewish customs and rites
2451	0	Jewish
2452	0	Jewish
2453	0	jewish,Jews,of Judea,the Jews
2454	0	Judaism
2455	0	Juda,Judah,Judas
2456	0	Julia
2457	0	Julius
2458	0	Junia
2459	0	Justus
2460	0	a horseman
2461	0	cavalry,equestrian
2462	0	a horse
2463	0	a rainbow
2464	0	Isaac
2465	0	like the angels
2466	0	Issachar
2467	0	to know
2468	0	be thou
2469	0	Iscariot
2470	0	equal in quality,equal in quantity
2471	0	equality,equity
2472	0	equally honoured,equally precious,to be esteemed equal to
2473	0	equal in soul
2474	0	Israel,of Israel
2475	0	Israel,Israelite,of Israel
2476	0	set,stand,to make to stand,to place,to put,to set,to stand,to stand by,to stand near
2477	0	to enquire into,to examine,to find out by enquiry,to investigate,to learn by enquiry
2478	0	greater,mighty,strong,strong one
2479	0	ability,force,might,strength
2480	0	power,to be strong,to have power
2481	0	agreeably to expectation,equal,equally,in like manner,in quantity or quality,it may be,probably
2482	0	Italy
2483	0	Italian
2484	0	Ituraea
2485	0	a little fish
2486	0	a fish,fish
2487	0	a footprint,footstep,track
2488	0	Joatham
2489	0	Joanna
2490	0	Joanna
2491	0	John,of John
2492	0	Job
2493	0	Joel
2494	0	Jonan
2495	0	Jona,Jonas,of Jona
2496	0	Joram
2497	0	Jorim
2498	0	Josaphat
2499	0	Jose
2500	0	Joses
2501	0	Joseph
2502	0	Josias
2503	0	iota,jot
2504	0	and I,even I,I also,I as well,I likewise,in like manner I
2505	0	according as,just as
2506	0	a demolition,a destruction,a pulling down
2507	0	to take down
2508	0	to cleanse,to prune
2509	0	according as,even as,just as
2510	0	to bind on,to fasten on,to fasten to,to fit to,to lay hold of
2511	0	to cleanse,to make clean
2512	0	a cleansing,a purification,a ritual purgation
2513	0	clean,pure
2514	0	cleanness,purity
2515	0	a chair,a seat
2516	0	to seat one's self,to sit,to sit down
2517	0	after,afterward,by order,in order
2518	0	sleep,slept,to drop off to sleep,to fall asleep,to sleep
2519	0	a guide,a master,a teacher
2520	0	it is becoming,reach to,to come to
2521	0	sat,sitting,to be seated,to seat one's self,to sit,to sit down
2522	0	daily
2523	0	appoint,to confer,to make to sit down,to set
2524	0	to let down,to send down
2525	0	place,put,to set
2526	0	according as,according to what,as,in so far as,so far forth as
2527	0	at all,entirely,wholly
2528	0	furnish with arms
2529	0	to look down,to perceive clearly,to see from above,to see thoroughly,to understand,to view from on high
2530	0	according as,according to what,as far as,as just as,because,because that
2531	0	according as,accordingly,after that,agreeably to the fact that,even as,in proportion as,in the degree that,just as,just as it is,seeing that,since,when
2532	0	also,and,and also,but,even,even indeed,hence,indeed,rather
2533	0	Caiaphas
2534	0	and at least,indeed
2535	0	Cain
2536	0	Cainan
2537	0	new
2538	0	newness
2539	0	although
2540	0	always,due time,opportunity,season,time
2541	0	Caesar
2542	0	Caesarea
2543	0	although,and yet
2544	0	and yet,though
2545	0	to burn,to burning,to consume with fire,to light,to set on fire
2546	0	and there,there also
2547	0	and afterward,and from thence,and thence,and thereafter
2548	0	and he,he also
2549	0	depravity,evil,ill-will,malice,malignity,trouble,wickedness
2550	0	bad character,malicious slyness,malignant subtlety
2551	0	to abuse,to curse,to revile,to speak evil
2552	0	suffering afflicted,suffering distress,suffering trouble
2553	0	to be afflicted,to endure hardship,to endure trouble
2554	0	to do evil,to do harm,to do wrong
2555	0	an evil doer,an malefactor
2556	0	of a bad nature,troublesome
2557	0	a malefactor
2558	0	to oppress,to plague,to treat ill
2559	0	to afflict,to embitter,to harm,to maltreat,to oppress,to render evil affected
2560	0	diseased,ill,miserable,to be ill,to be miserable
2561	0	ill treatment,ill usage
2562	0	a reed,a stalk of grain
2563	0	a measuring reed or rod,a pen,a reed,a reed staff,a staff made of a reed,a writer's reed
2564	0	by name,called,to be called,to call,to call by name,to name
2565	0	the garden olive
2566	0	better
2567	0	a teacher of goodness,teaching that which is good
2568	0	Fair Havens
2569	0	to act uprightly,to do well
2570	0	admirable,beautiful,choice,commendable,eminent,excellent,handsome,precious,suitable,surpassing,useful
2571	0	a covering,a veil
2572	0	to be covered,to hide,to veil
2573	0	beautifully,excellently,finely,well
2574	0	camel,of camel
2575	0	a furnace,furnace
2576	0	to close the eyes,To shut the eyes
2577	0	to be sick,to be weary,to grow weary
2578	0	to bow
2579	0	also or even if,and if,at least,even if,of only
2580	0	Cana
2581	0	Kanaanite
2582	0	Candace
2583	0	a measuring rod,a rule,province
2584	0	Capernaum
2585	0	to peddle
2586	0	of smoke,smoke
2587	0	Cappadocia
2588	0	heart
2589	0	knower of the hearts
2590	0	fruit
2591	0	Carpus
2592	0	be fruitful,bear fruit,bring forth fruit
2593	0	fruitful,productive
2594	0	to be steadfast
2595	0	a dry stalk,a straw,a twig,chaff
2596	0	accord,according to,across,against,along,down from,through,through out,toward
2597	0	come down,descend,descended,to come down,to go down
2598	0	to lay,to lay a foundation,to prostate,to throw to the ground
2599	0	to burden,to weigh down
2600	0	descent
2601	0	to bring down,to cast down
2602	0	a founding,to conceive
2603	0	to decide as umpire against someone
2604	0	announcer,proclaimer
2605	0	declare,make known,proclaim,to announce,to declare,to make known,to proclaim publicly,to promulgate,to publish
2606	0	to deride
2607	0	to accuse,to blame,to condemn,to find fault with
2608	0	to break
2609	0	bring down,to land,to lead down
2610	0	to overcome,to struggle against
2611	0	to bind up
2612	0	evident,plain,thoroughly clear
2613	0	to be condemned,to condemn,to give judgment against,to pronounce guilty
2614	0	to follow after,to follow up
2615	0	to bring into bondage,to enslave
2616	0	to exercise harsh control over,to oppress
2617	0	to disgrace,to dishonour,to make ashamed,to put to shame
2618	0	to burn up,to consume by fire
2619	0	to cover,to cover up,to veil
2620	0	to exult over,to glory against
2621	0	lay,to have lain down,to recline
2622	0	to break
2623	0	to confine,to shut up
2624	0	to distribute
2625	0	to recline
2626	0	deluge,to overwhelm with water,to submerge
2627	0	deluge,inundation
2628	0	to follow after
2629	0	to cut up in pieces,to slay
2630	0	to cast down a precipice,to through down headlong
2631	0	condemnation,damnatory sentence
2632	0	to give judgment against,to judge worthy of punishment
2633	0	condemnation
2634	0	to be master of,to exercise lordship over,to hold in subjection,to master,to subdue
2635	0	to criminate,to speak against one
2636	0	defamation,evil speaking
2637	0	a defamer,an evil speaker
2638	0	to catch,to comprehend,to detect,to lay hold of,to learn,to perceive,to seize upon,to take possession of,to understand,understand
2639	0	to enrol,to lay down,to lie down
2640	0	remains,remnant
2641	0	to forsake,to leave behind
2642	0	to overwhelm with stones,to stone
2643	0	exchange,reconciliation,restoration to favour
2644	0	to be reconciled,to change,to exchange,to reconcile,to return to favour
2645	0	left remaining
2646	0	a lodging place,an eating room,dining room
2647	0	bring to naught,deprive of success,to bring to naught,to deprive of force,to dissolve
2648	0	to consider well,to examine carefully,to learn thoroughly
2649	0	to bear witness against,to testify against
2650	0	abode,to abide,to remain permanently
2651	0	alone,apart
2652	0	curse
2653	0	to curse
2654	0	to consume of fire
2655	0	to be burdensome to,to be to the detriment,to weigh heavily upon
2656	0	to make a sign,to nod to
2657	0	to consider,to consider attentively,to observe,to perceive,to remark,to understand
2658	0	to arrive,to come to
2659	0	a piercing,a pricking,extreme grief,severe sorrow,stupor
2660	0	to pain the mind sharply,to pierce,to prick
2661	0	to account worthy,to judge worthy
2662	0	to trample on,to trample under foot,to tread down,trampled
2663	0	a putting to rest,a resting place
2664	0	to cause to be at rest,to grant rest,to make quiet,to rest,to take rest
2665	0	a curtain,a veil spread out
2666	0	to destroy,to devour,to drink down,to swallow down,to swallow up
2667	0	to fall down
2668	0	to put in,to sail down from the deep sea to the land
2669	0	to exhaust with labour,to make trouble for,to tire down with toil,to treat roughly
2670	0	to drown,to plunge or sink into the sea,to sink
2671	0	a curse,an execration,an imprecation
2672	0	to curse,to doom,to imprecate evil upon
2673	0	to deprive of power,to render idle,to render inactivate,to render inoperative,to render unemployed
2674	0	to number with
2675	0	mending,to complete,to mend,to render,to repair
2676	0	a disciplining,a instructing,a training
2677	0	complete furnishing,equipping
2678	0	to make a sign,to shake down,to throw down
2679	0	to demolish,to destroy,to dig down,to dig under
2680	0	to construct,to equip,to erect,to furnish,to make ready,to prepare
2681	0	to dwell,to fix one's abode,to pitch one's tent
2682	0	encamping,place of encampment,place of tarrying,the pitching of tents
2683	0	to cover with shade,to overshadow
2684	0	to inspect,to view closely
2685	0	a spy,an inspector
2686	0	to circumvent by fraud,to deal slyly with,to outwit
2687	0	to appease,to lower,to quiet,to repress,to restrain,to send or put down
2688	0	bearing,demeanour
2689	0	a garment let down,a lowering,letting down
2690	0	to overturn,to turn over,turn under
2691	0	to feel the impulses of sexual desire
2692	0	destruction,overthrow
2693	0	to prostrate,to slay,to strew over (the ground)
2694	0	to drag forcibly,to draw along,to draw down,to pull down
2695	0	to kill off,to slaughter
2696	0	to close up,to close with a seal,to cover with a seal
2697	0	hindering,possess
2698	0	to deposit,to lay down,to lay up
2699	0	to cut up,to multilate
2700	0	to shoot down,to thrust through with an arrow
2701	0	to hasten down,to run down
2702	0	to bear down,to bring down,to cast a pebble into the urn to vote,to cast down
2703	0	to flee away,to flee for refuge
2704	0	to corrupt
2705	0	to kiss again and again,to kiss much,to kiss tenderly
2706	0	to condemn,to despise,to disdain,to think little of,to think nothing of
2707	0	despiser
2708	0	pour over,pour upon,to pour down upon
2709	0	subterranean
2710	0	to abuse,to use fully,to use up
2711	0	to cool off,to make cool
2712	0	full of idols
2713	0	opposite,opposite before,over against
2714	0	before the face of,before the presence of,in the sight of,over against
2715	0	to exercise authority,to wield power
2716	0	to accomplish,to achieve,to fashion,to perform
2717	0	
2718	0	to come down,to go down,went
2719	0	to consume by eating,to devour,to eat up
2720	0	to direct,to guide,to make straight
2721	0	to set up against
2722	0	to detain,to get possession of,to hold back,to retain,to take
2723	0	to accuse
2724	0	accusation,charge
2725	0	an accuser
2726	0	
2727	0	to charm with resounding sound,to fascinate,to inform by word of mouth,to instruct,to teach orally
2728	0	to cover with rust,to rust over
2729	0	to be superior in strength,to overcome,to prevail
2730	0	to dwell,to dwell in,to inhabit,to settle
2731	0	abode,dwelling
2732	0	a habitation,an abode
2733	0	dwelling,habitation
2734	0	to look at one's self in a mirror,to make to reflect,to mirror,to show in a mirror
2735	0	a right action,a successful achievement
2736	0	beneath,bottom,down,under
2737	0	lower
2738	0	of burning heat,of painful heat
2739	0	to be tortured with intense heat,to burn with heat,to scorch
2740	0	burning,burning up
2741	0	to be parched with fever,to burn up,to set fire to,to suffer with feverish burning
2742	0	burning heat,hot east wind
2743	0	seared,to brand,to mark by branding
2744	0	to glory,to glory in,to glory on
2745	0	a boasting,a glorying
2746	0	the act of glorying
2747	0	Cenchrea
2748	0	Kidron
2749	0	lay,lie,to lie
2750	0	a band
2751	0	be shorn,to sheer
2752	0	a stimulating cry,an order,command
2753	0	commanded,to command,to order
2754	0	a vain opinion,empty pride,groundless,self esteem,vain glory
2755	0	conceited,eager for empty glory,glorying without reason,vain glorious
2756	0	devoid of truth,empty,vain
2757	0	discussion of vain and useless matters,empty discussion
2758	0	to empty,to make empty,to make void
2759	0	a sting,an iron goad
2760	0	centurion
2761	0	in vain,vainly
2762	0	a little horn,apex,extremity,point
2763	0	a potter
2764	0	earthen,made of clay
2765	0	a jar,a jug,a pot,a water pitcher,an earthen vessel
2766	0	a roofing tile,clay,earthen ware
2767	0	to mingle,to mix,to pour out for drinking
2768	0	a horn
2769	0	a little horn,Ceratonia silqua
2770	0	to acquire,to gain,to get gain
2771	0	advantage,gain
2772	0	small coin
2773	0	a money broker,a money changer
2774	0	the main point,the principal
2775	0	to sum up,to summarise
2776	0	head,the head
2777	0	a little head,the extremity,the highest part
2778	0	census
2779	0	a garden
2780	0	a gardener
2781	0	honeycomb
2782	0	a proclamation by herald,proclamation
2783	0	a herald,a messenger
2784	0	the herald,to be a herald,to hearald that,to officiate as a herald
2785	0	huge fish,whale
2786	0	Caphas
2787	0	a box,a wooden chest,an ark
2788	0	a harp
2789	0	to play upon the harp
2790	0	a harper
2791	0	Cilicia
2792	0	cinnamon
2793	0	to be in danger,to be in jeopardy,to put in peril
2794	0	a danger,a peril
2795	0	set in motion,to cause to go,to cause to move
2796	0	an agitation
2797	0	Kish
2798	0	a branch,a young tender shoot,broken off for grafting
2799	0	to bewail,to express emotion,to lament,to mourn,to weep,weeping
2800	0	a breaking
2801	0	remnants of food
2802	0	Clauda
2803	0	Claudia
2804	0	Claudius
2805	0	expressing emotion,lamentation,weeping
2806	0	to break
2807	0	a key,key
2808	0	to shut,to shut up
2809	0	the act of theft,thing stolen
2810	0	Cleopas
2811	0	glory,praise,report,rumour
2812	0	a pilferer,an embezzler
2813	0	steal,to steal
2814	0	a tender and flexible branch
2815	0	Clement
2816	0	to receive,to receive a lot,to receive by lot
2817	0	an inheritance
2818	0	an heir
2819	0	allotted portion,an object used in casting or drawing lots,lot,what is obtained by lot
2820	0	determine by lot,to cast lots,to choose by lot
2821	0	a call,a calling,an invitation,calling to
2822	0	called,invited
2823	0	a furnace,an oven
2824	0	a region,a tract of land,a zone
2825	0	a couch,a small bed,couch
2826	0	a couch,a small bed
2827	0	to incline,to recline
2828	0	a company reclining,a tent,anything to recline on
2829	0	theft
2830	0	a dashing wave,a surging wave,a violent agitation of the sea
2831	0	to be tossed by the waves
2832	0	Cleophas
2833	0	to be desirous of hearing something pleasant,to itch,to make to itch,to scratch,to tickle
2834	0	Gnidus
2835	0	a quadrans
2836	0	the entire cavity,the whole belly,the womb
2837	0	fell asleep,passed out,put to sleep,sleeping,slept,to cause to sleep
2838	0	a lying,a reclining,a reposing,taking rest
2839	0	levitically unclean,profane,unhallowed
2840	0	to defile,to make (levitically) unclean,to profane,to render unhallowed
2841	0	be made a partner,to become a sharer,to come into communion
2842	0	association,communion,community,fellowship,joint participation
2843	0	sociable,social
2844	0	a partner,associate,companion,comrade
2845	0	a bed,a couch,sexual intercourse,the marriage bed
2846	0	a sleeping room,bed chamber,the chamberlain
2847	0	crimson,scarlet coloured
2848	0	a grain
2849	0	punishment,to cause to be punished,to chastise,to restrain
2850	0	flattering discourse,flattery
2851	0	penalty,punishment
2852	0	give one a blow with the fist,to strike with the fist
2853	0	to cement,to cleave to,to fasten together,to glue,to glue together
2854	0	eye balm
2855	0	a banker,a money-changer
2856	0	to mutilate
2857	0	Colosse
2858	0	a Colossian
2859	0	a bay of the sea,breast,the bosom of a garment,the breast
2860	0	to dive,to swim
2861	0	a place for diving,a reservoir or pool for bathing,a swimming hole
2862	0	a colony,the city of Philippi
2863	0	have long hair,to let the hair grow
2864	0	hair,head of hair
2865	0	provide for,take care of,to care for
2866	0	better,more finely
2867	0	plaster over,to cover with lime,whitewash
2868	0	dust,flying dust,raised dust
2869	0	to cease from violence,to cease raging,to grow tired,to grow weary
2870	0	lamentation,to make a display of emotion
2871	0	a cutting in pieces,the act of cutting,to slaughter
2872	0	exhausted,to grow exhausted,to grow tired,to grow weary
2873	0	a beating,intense labour united with trouble and toil
2874	0	dung,manure
2875	0	to beat one's breast for grief,to cut,to cut from,to cut off,to smite one's self
2876	0	a raven
2877	0	a girl,damsel,maiden
2878	0	a gift offered to God,the sacred treasury
2879	0	Korah
2880	0	to sate,to satiate,to satisfy
2881	0	a Corinthian,an inhabitant of Corinth
2882	0	Corinth
2883	0	Cornelius
2884	0	a corus
2885	0	prepared,to adore,to arrange,to make ready,to ornament,to prepare,to put in order
2886	0	earthly
2887	0	modest,seemly,well arranged
2888	0	lord of the world,prince of this age
2889	0	government,harmonious order,the aggregate of things earthly,the human family,world affair
2890	0	Quartus
2891	0	arise
2892	0	a guard
2893	0	of little weight,to lighten
2894	0	a basket,a wicker basket
2895	0	a camp bed,a pallet
2896	0	to cry or pray for vengeance,to cry out aloud,to speak with a loud voice
2897	0	dunkiness,hangover
2898	0	a skull
2899	0	the edge,the fringe of a garment,the margin,the skirt
2900	0	mighty
2901	0	to be made strong,to grow strong,to increase in strength,to make strong,to strengthen
2902	0	taking,to be powerful,to get possession of,to have power,to hold
2903	0	best,mightiest,most excellent,most illustrious,noblest,strongest
2904	0	a mighty deed,a work of power,dominion,force,strength
2905	0	cry aloud,to cry out,to cry out to one,to shout
2906	0	a clamour,a crying,an outcry
2907	0	flesh (of a sacrificed animal)
2908	0	better
2909	0	more advantageous,more excellent,more serviceable,more useful
2910	0	to be suspended,to hang,to hang up,to suspend
2911	0	a precipice,a steep place,precipice,steep place
2912	0	a Cretan,an inhabitant of the island of Crete
2913	0	Crescens
2914	0	Crete
2915	0	barley
2916	0	made of barley,of barley
2917	0	a case in court,a decree,a lawsuit,judgments
2918	0	lily
2919	0	judge,judged,to choose,to govern,to judge,to pick out,to prefer,to put asunder,to rule,to select,to separate
2920	0	a contest,a trial,justice,of justice
2921	0	Crispus
2922	0	a bench of judges,the rule by which one judges
2923	0	a judge,an arbiter,judge,of a roman procurator administering justice
2924	0	fit for judging,skilled in judging
2925	0	knock,knocking,to knock
2926	0	a cellar,a covered way,a crypt,a vault
2927	0	concealed,hidden,secret
2928	0	secret,to be hid,to conceal,to escape notice,to hide
2929	0	to be of crystalline brightness and transparency,to shine like crystal
2930	0	crystal
2931	0	in secret,secretly
2932	0	to acquire,to marry a wife,to possess
2933	0	a possession
2934	0	a beast,four legged animals
2935	0	a possessor
2936	0	to found,to make habitable
2937	0	building,creating,establishing,founding
2938	0	a created thing
2939	0	a creator,a founder
2940	0	dice playing
2941	0	a governing,government
2942	0	helmsman,sailing master,steersman
2943	0	all around,from all sides,round about
2944	0	to encircle,to encompass,to go around,to lead around,to surround
2945	0	around,in a circle,on all sides,round about
2946	0	rolled in mire,wallowed in mire
2947	0	to roll,wallowing
2948	0	disabled,injured
2949	0	a wave,wave
2950	0	a cymbal
2951	0	cummin
2952	0	a little dog
2953	0	a native of Cyprus.,Cypriote
2954	0	Cyprus
2955	0	to bend forward,to bow the head,to stoop down
2956	0	a native of Cyrene
2957	0	Cyrene
2958	0	Cyrenius
2959	0	Curia
2960	0	belonging to a lord,related to a lord
2961	0	a leader,a lord,a master,a teacher,have dominion over,to be lord of,to rule
2962	0	a title of honour servants greet their master,Lord,Master,of the Lord,of the master,of the Ruler,owner,teacher,the Lord,the master,the possessor
2963	0	dominion,lordship,power
2964	0	to make valid,to ratify
2965	0	a dog,dog
2966	0	a dead body,prominent members of the body
2967	0	to deny,to hinder
2968	0	a village,the inhabitants of villages,village
2969	0	a village city
2970	0	a carousal,a revel
2971	0	a wine gnat
2972	0	Coos
2973	0	Cosam
2974	0	blunted,dull
2975	0	determine by lot,to obtain by lot
2976	0	Lazarus
2977	0	secretly
2978	0	a squall,a tempestuous wind,a whirlwind
2979	0	to kick,to strike with the heel
2980	0	speak,spoke,to speak,to talk,to tell,to utter
2981	0	dialect,speech
2982	0	why
2983	0	taking,to receive,to take
2984	0	Lamech
2985	0	a lamp,a torch
2986	0	magnificent,shining,splendid
2987	0	brightness,brilliancy
2988	0	magnificently,splendidly
2989	0	shine,to shine
2990	0	secretly,to be hidden,unawares,without knowing
2991	0	cut out of stone
2992	0	a nation,a people group,a tribe,nation,people,the people
2993	0	Laodicea
2994	0	a Laodicean,an inhabitant of Laodicea.
2995	0	the throat
2996	0	Lasea
2997	0	to burst asunder with a crack,to crack open
2998	0	to cut stones,to hew out stones
2999	0	service rendered for hire
3000	0	do the service,serve,worship,worshipper
3001	0	pot herb
3002	0	Lebbaeus
3003	0	legion
3004	0	called,I say,said,say,saying,teaching,tell,telling,to call,to say,to speak,to teach,to tell,told
3005	0	remnant
3006	0	level,smooth
3007	0	to be left behind,to forsake,to leave,to leave behind
3008	0	minister,to serve the state at one's own cost
3009	0	ministration,ministry,service
3010	0	ministering
3011	0	a minister,a servant
3012	0	a towel
3013	0	a scale
3014	0	leprosy,uncleanliness
3015	0	leprous,rough,scaly,unclean
3016	0	a small brass coin,small,thin
3017	0	Levi
3018	0	Levi
3019	0	Levite
3020	0	Levitical
3021	0	to make white,to whiten
3022	0	bright,brilliant,dead white,light,white
3023	0	a brave and mighty hero,a lion
3024	0	forgetfulness
3025	0	winepress
3026	0	idle talk,nonsense
3027	0	a brigand,a freebooter,a plunderer,a robber
3028	0	a receiving
3029	0	exceedingly,exceedingly beyond measure,greatly
3030	0	frankincense
3031	0	a censer,the gum from a frankincense tree
3032	0	Libertine
3033	0	Libya
3034	0	to stone
3035	0	of stone
3036	0	cast stone,stone
3037	0	a stone,stone
3038	0	a mosaic,a tessellated pavement,pavement
3039	0	to grind to powder,to winnow
3040	0	a harbour,a haven
3041	0	a lake
3042	0	famine,scarcity of harvest
3043	0	flax linen
3044	0	Linus
3045	0	dainty
3046	0	a pound
3047	0	south west,the south west wind
3048	0	a collection
3049	0	to calculate,to compute,to count,to count over,to reckon,to reckon inward
3050	0	of logic,of reason,of speaking,of speech
3051	0	a brief utterance,a divine oracle
3052	0	eloquent,rational,skilled in speech,wise
3053	0	a computation,a reckoning
3054	0	to wrangle about empty and trifling matters
3055	0	to wrangle about empty and trifling matters
3056	0	a word,discourse,doctrine,for cause,teaching,the cause of,wisdom,word
3057	0	a lance,a spear
3058	0	to heap abuse upon,to rail at,to reproach,to revile
3059	0	railing,reviling
3060	0	a railer,a reviler
3061	0	a pest,a pestilent fellow,a plague,pestilence,pestilent
3062	0	remaining,the rest
3063	0	already,at last,besides,for the future,for the rest,henceforth,hereafter,moreover,remaining,the rest
3064	0	for the future,henceforth,hereafter
3065	0	Lucas,Luke
3066	0	Lucius
3067	0	bathing
3068	0	to bathe,to wash
3069	0	Lydda
3070	0	Lydia
3071	0	Lycaonia
3072	0	speech of Lycaonia
3073	0	Lycia
3074	0	wolf
3075	0	to affix a stigma to,to defile,to devastate,to dishonour,to ravage,to ruin,to spot,to treat shamefully or with injury
3076	0	to affect with sadness,to be sorry,to cause grief,to grieve,to make sorrowful,to throw into sorrow
3077	0	affliction,annoyance,grief,pain,sorrow
3078	0	Lysanias
3079	0	Lysias
3080	0	a loosing,setting free
3081	0	to return expenses
3082	0	Lystra
3083	0	ransom
3084	0	to liberate,to redeem
3085	0	a ransoming,a redemption
3086	0	deliverer,liberator,redeemer
3087	0	candelabrum
3088	0	a candle,a lamp,lamp
3089	0	break,break down,break up,destroy,dissolve,loose,melt,put off,to unloose,unloose
3090	0	Lois
3091	0	Lot
3092	0	Maath
3093	0	Magdala
3094	0	Magdalene
3095	0	Magian arts.,Magical
3096	0	Magi,To be a Magician,to practise Magian arts.
3097	0	Magi,Magian,Wise Man
3098	0	Magog
3099	0	Madian
3100	0	to be a disciple,to make a disciple
3101	0	a disciple,a learner,a pupil,disciple,pupil,the disciple
3102	0	Mathetria
3103	0	Mathusala
3104	0	Menan
3105	0	to be mad,to rave
3106	0	to pronounce blessed
3107	0	blessed,happy
3108	0	declaration of blessedness
3109	0	Macedonia
3110	0	Macedonian,of Macedonia
3111	0	meat market
3112	0	a great way,far,far hence
3113	0	afar,from afar
3114	0	to not lose heart,to persevere patiently
3115	0	patience
3116	0	patiently
3117	0	long
3118	0	live long
3119	0	disease,softness
3120	0	soft,soft to the touch
3121	0	Maleleel
3122	0	above all,chiefly,especially,most of all
3123	0	by far,more,more readily,more willingly,much,rather,sooner,to a greater degree
3124	0	Malchus
3125	0	grandmother,mother
3126	0	of riches,riches,treasure
3127	0	Manaen
3128	0	Manasses
3129	0	to be appraised,to learn
3130	0	frenzy,madness
3131	0	Manna
3132	0	a seer,divine,oracle,prophesy
3133	0	to extinguish,to have a miserable end,to waste away
3134	0	Our Lord cometh,Our Lord will come
3135	0	a pearl,pearl
3136	0	Martha
3137	0	Mary,Miriam
3138	0	Marcus,Mark
3139	0	a rock,a stone,marble
3140	0	bore witness,to be a witness,to bear witness
3141	0	a testifying,bear witness,testimony
3142	0	testimony
3143	0	bring forward a witness,call to witness,to cite a witness
3144	0	a witness,witness
3145	0	consume,devour,eat,to chew
3146	0	to scourge
3147	0	to flog,to scourge,to whip
3148	0	a scourge,a whip
3149	0	the breasts
3150	0	empty talk,vain talking
3151	0	an idle talker
3152	0	devoid of force,devoid of result,devoid of success,devoid of truth
3153	0	depravity,frailty,perverseness,want of vigour
3154	0	to make empty,to make foolish,to make vain
3155	0	fruitlessly,in vain
3156	0	Matthew
3157	0	Matthan
3158	0	Matthat
3159	0	Matthias
3160	0	Mattatha
3161	0	Mattathias
3162	0	a large knife,a small sword
3163	0	a fight,combat
3164	0	fight
3165	0	I,me,my,of me
3166	0	to be grandiloquent
3167	0	excellent,magnificent,splendid,wonderful
3168	0	greatness,magnificence
3169	0	befitting a great man,magnificent,splendid
3170	0	magnify,to make great
3171	0	greatly
3172	0	majesty
3173	0	great,greater
3174	0	greatness
3175	0	chief men,magnates,nobles
3176	0	greatest,very great
3177	0	be by interpretation,being interpreted,to interpret
3178	0	drunkenness,intoxication
3179	0	to transfer,to transpose
3180	0	cunning arts,deceit,slyness,trickery
3181	0	a border,a frontier
3182	0	to become intoxicated,to get drunk,to intoxicate,to make drunk
3183	0	drunken,intoxicated
3184	0	to be drunken
3185	0	even more,of greater degree
3186	0	greater
3187	0	elder,even more,greater,greater than,larger,of greater degree,stronger
3188	0	ink
3189	0	black
3190	0	Melea
3191	0	to attend to carefully,to care for,to practise
3192	0	honey
3193	0	honeycomb
3194	0	Melita
3195	0	have in mind,think to,to be about,to be intended,to intend
3196	0	limb
3197	0	Melchi
3198	0	Melchisedek
3199	0	to care about
3200	0	parchment
3201	0	to blame,to find fault
3202	0	a complainer,discontented,querulous
3203	0	
3204	0	
3205	0	
3206	0	
3207	0	
3208	0	
3209	0	
3210	0	
3211	0	
3212	0	
3213	0	
3214	0	
3215	0	
3216	0	
3217	0	
3218	0	
3219	0	
3220	0	
3221	0	
3222	0	
3223	0	
3224	0	
3225	0	
3226	0	
3227	0	
3228	0	
3229	0	
3230	0	
3231	0	
3232	0	
3233	0	
3234	0	
3235	0	
3236	0	
3237	0	
3238	0	
3239	0	
3240	0	
3241	0	
3242	0	
3243	0	
3244	0	
